Query Case,Cited Cases
0001070490.txt,"""['0000140212.txt', '0000354032.txt', '0000847888.txt', '0000864296.txt', '0001281050.txt', '0001412888.txt', '0001455092.txt', '0001514672.txt', '0001687638.txt', '0001754826.txt', '0001777887.txt', '0001847257.txt', '0001886158.txt', '0125080125.txt']"""
0001568725.txt,"""['0001747962.txt', '0001967753.txt']"""
0000919121.txt,"""['0000041868.txt', '0000407809.txt', '0000701977.txt', '0001002719.txt', '0001126318.txt', '0001261101.txt', '0001321505.txt', '0001392373.txt', '0001677837.txt', '0001750663.txt', '0001800386.txt', '0001942865.txt', '0184660633.txt']"""
0001761598.txt,"""['0001780736.txt']"""
0001400849.txt,"""['0000314987.txt']"""
0000252896.txt,"""['0000101302.txt', '0000504570.txt', '0000781635.txt', '0000843614.txt', '0001201177.txt', '0001536600.txt', '0001999403.txt']"""
0000090611.txt,"""['0000765416.txt', '0001184689.txt', '0001835935.txt']"""
0000693496.txt,"""['0001116381.txt', '0001644888.txt', '0001961694.txt']"""
0000555441.txt,"""['0000075737.txt', '0000345335.txt', '0000724850.txt', '0000887114.txt', '0001283652.txt', '0001468078.txt', '0001518758.txt', '0001761200.txt']"""
0001350547.txt,"""['0000950735.txt', '0001065786.txt', '0001290730.txt']"""
0001640296.txt,"""['0000856827.txt', '0000996580.txt']"""
0001871744.txt,"""['0000090672.txt', '0001363234.txt']"""
0000235169.txt,"""['0001521345.txt', '0001786065.txt']"""
0001702934.txt,"""['0000333178.txt', '0000678828.txt', '0001005645.txt', '0002553256.txt']"""
0000678253.txt,"""['0000477493.txt', '0001015028.txt', '0001089217.txt']"""
0000757046.txt,"""['0000016726.txt', '0000211215.txt', '0000246698.txt', '0000539360.txt', '0001048845.txt', '0001840180.txt', '0036981639.txt']"""
0001517272.txt,"""['0000469517.txt', '0000573252.txt', '0000884309.txt', '0001043959.txt', '0001400244.txt', '0001474532.txt', '0001479692.txt', '0001558594.txt', '0001579664.txt', '0001664048.txt', '0001719918.txt']"""
0001114727.txt,"""['0000399102.txt', '0001143451.txt', '0001219329.txt', '0001703849.txt', '0001766429.txt', '0001789504.txt']"""
0000774563.txt,"""['0000544869.txt', '0001395554.txt', '0001484981.txt']"""
0001268174.txt,"""['0000034813.txt', '0000284968.txt', '0000329840.txt', '0000660982.txt', '0000746385.txt', '0000794130.txt', '0001071582.txt', '0001110452.txt', '0001298854.txt', '0001494598.txt', '0001631044.txt']"""
0000315836.txt,"""['0000529384.txt']"""
0000213931.txt,"""['0000018076.txt', '0000055098.txt', '0000476601.txt', '0000493792.txt', '0000522381.txt', '0000586923.txt', '0000617135.txt', '0000621086.txt', '0000891756.txt', '0000936707.txt', '0001018531.txt', '0001180216.txt', '0001414238.txt', '0001569468.txt', '0001611825.txt', '0001638351.txt', '0001948847.txt']"""
0000309285.txt,"""['0000174974.txt', '0000198387.txt', '0000268805.txt', '0000282972.txt', '0000407809.txt', '0000477313.txt', '0000511990.txt', '0000549062.txt', '0000813988.txt', '0000974148.txt', '0001172674.txt', '0001269843.txt', '0001327287.txt', '0001602162.txt', '0001606318.txt', '0001677758.txt', '0001837473.txt', '0001845722.txt', '0001924249.txt']"""
0000487832.txt,"""['0001072499.txt']"""
0001337112.txt,"""['0001616558.txt', '0194643848.txt']"""
0000362478.txt,"""['0000150384.txt']"""
0000798354.txt,"""['0000135147.txt', '0000291612.txt', '0000383170.txt', '0000433240.txt', '0000473715.txt', '0000591534.txt', '0001281733.txt', '0001475727.txt', '0146239523.txt']"""
0001348255.txt,"""['0000061365.txt', '0000077571.txt', '0000084493.txt', '0000157516.txt', '0000177231.txt', '0000261067.txt', '0000296112.txt', '0000345472.txt', '0000449895.txt', '0000501415.txt', '0001567683.txt', '0001574616.txt', '0001603166.txt', '0001627091.txt', '0001870386.txt', '0001911635.txt']"""
0000619381.txt,"""['0000017389.txt', '0000757339.txt', '0001164175.txt', '0001439983.txt']"""
0001451408.txt,"""['0000205804.txt', '0000541212.txt', '0000703604.txt', '0001350547.txt']"""
0000093330.txt,"""['0000644340.txt', '0000817701.txt']"""
0001787020.txt,"""['0000181542.txt', '0000875590.txt', '0001944860.txt']"""
0000636011.txt,"""['0000210537.txt', '0000322427.txt', '0001358798.txt']"""
0000909797.txt,"""['0000780967.txt', '0000902937.txt']"""
0000794955.txt,"""['0000544869.txt', '0000562455.txt', '0001484981.txt']"""
0098853113.txt,"""['0000047229.txt', '0000047629.txt', '0000399708.txt', '0000547310.txt', '0000639803.txt', '0000709776.txt', '0001736499.txt']"""
0000509485.txt,"""['0000121995.txt', '0000258225.txt', '0000463960.txt', '0000789825.txt', '0000819576.txt', '0000887203.txt', '0001482259.txt', '0001727920.txt', '0001782421.txt']"""
0001045538.txt,"""['0001348910.txt', '0001926097.txt', '0132012053.txt']"""
0000497979.txt,"""['0000695824.txt', '0000714546.txt', '0001066410.txt', '0001538869.txt', '0001827392.txt', '0001946226.txt', '0001949249.txt']"""
0001385337.txt,"""['0000127577.txt', '0000135147.txt']"""
0001959866.txt,"""['0000107472.txt', '0000284968.txt', '0000808713.txt']"""
0001138005.txt,"""['0001232578.txt']"""
0000787414.txt,"""['0000846962.txt', '0001905789.txt']"""
0000625579.txt,"""['0000386457.txt', '0000727298.txt', '0000918244.txt', '0000923724.txt', '0001338548.txt', '0001350547.txt', '0001428161.txt', '0001743457.txt', '0001959505.txt', '0001983544.txt', '0175765618.txt']"""
0001139160.txt,"""['0000251775.txt', '0000285521.txt', '0000317177.txt', '0000416340.txt', '0000588869.txt', '0000713954.txt', '0001181294.txt', '0001391894.txt', '0001496776.txt', '0001505286.txt', '0001718643.txt']"""
0000483899.txt,"""['0000831120.txt']"""
0001391503.txt,"""['0000196949.txt', '0000487118.txt', '0000525017.txt', '0000527224.txt', '0000588099.txt', '0001069282.txt', '0001150387.txt', '0001189707.txt', '0001267330.txt', '0001863731.txt']"""
